Pais;Provincia;Pontos;Preco
FR       ;Loire Valley     ;89;29
FR       ;Burgundy         ;92;90
FR       ;Burgundy         ;92;220
FR       ;Loire Valley     ;89;16
FR       ;Southwest France ;86;10
FR       ;Alsace           ;88;105
FR       ;Alsace           ;88;55
FR       ;Languedoc-Roussil;84;10
FR       ;France Other     ;84;16
FR       ;France Other     ;84;12
FR       ;Burgundy         ;89;33
FR       ;Alsace           ;89;25
FR       ;Burgundy         ;92;23
FR       ;Burgundy         ;92;30
FR       ;Burgundy         ;92;32
FR       ;Burgundy         ;92;
FR       ;Beaujolais       ;84;10
FR       ;Alsace           ;90;19
FR       ;Alsace           ;90;29
FR       ;Alsace           ;90;18
FR       ;Alsace           ;90;19
FR       ;Loire Valley     ;91;40
FR       ;Bordeaux         ;89;25
FR       ;Bordeaux         ;88;
FR       ;Provence         ;88;17
FR       ;Champagne        ;88;
FR       ;Bordeaux         ;90;15
FR       ;Bordeaux         ;90;30
FR       ;Bordeaux         ;90;37
FR       ;Rhône Valley     ;90;15
FR       ;Rhône Valley     ;90;55
FR       ;Southwest France ;86;12
FR       ;Champagne        ;89;43
FR       ;Loire Valley     ;89;26
FR       ;Burgundy         ;88;35
FR       ;Loire Valley     ;88;35
FR       ;Loire Valley     ;88;30
FR       ;Bordeaux         ;94;60
FR       ;Loire Valley     ;95;50
FR       ;Bordeaux         ;85;18
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;18
FR       ;Bordeaux         ;85;15
FR       ;Bordeaux         ;85;22
FR       ;Bordeaux         ;85;14
FR       ;Burgundy         ;95;170
FR       ;Burgundy         ;94;41
FR       ;Burgundy         ;94;330
FR       ;Burgundy         ;94;52
FR       ;Burgundy         ;94;82
FR       ;Loire Valley     ;91;36
FR       ;Alsace           ;91;33
FR       ;Alsace           ;91;30
FR       ;Alsace           ;91;17
FR       ;Beaujolais       ;89;19
FR       ;Champagne        ;89;68
FR       ;Champagne        ;89;40
FR       ;Beaujolais       ;89;20
FR       ;Alsace           ;89;22
FR       ;Beaujolais       ;89;19
FR       ;Beaujolais       ;88;
FR       ;Champagne        ;88;
FR       ;Champagne        ;88;70
FR       ;Bordeaux         ;88;25
FR       ;Rhône Valley     ;89;12
FR       ;Bordeaux         ;89;15
FR       ;Bordeaux         ;89;20
FR       ;Bordeaux         ;89;15
FR       ;Burgundy         ;87;25
FR       ;Southwest France ;91;19
FR       ;Rhône Valley     ;91;15
FR       ;Southwest France ;95;165
FR       ;Southwest France ;94;30
FR       ;Loire Valley     ;87;15
FR       ;Loire Valley     ;87;
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;13
FR       ;Loire Valley     ;87;20
FR       ;Bordeaux         ;91;40
FR       ;Bordeaux         ;91;25
FR       ;Southwest France ;91;29
FR       ;Bordeaux         ;91;45
FR       ;Southwest France ;91;23
FR       ;Champagne        ;92;85
FR       ;Champagne        ;92;52
FR       ;Champagne        ;92;87
FR       ;Bordeaux         ;92;45
FR       ;Champagne        ;92;80
FR       ;Southwest France ;90;32
FR       ;Southwest France ;90;25
FR       ;Bordeaux         ;90;
FR       ;Southwest France ;90;25
FR       ;Rhône Valley     ;93;84
FR       ;Rhône Valley     ;91;40
FR       ;Rhône Valley     ;90;20
FR       ;Languedoc-Roussil;90;14
FR       ;Rhône Valley     ;90;23
FR       ;Loire Valley     ;83;15
FR       ;Rhône Valley     ;88;
FR       ;Alsace           ;87;24
FR       ;Champagne        ;88;48
FR       ;Champagne        ;88;
FR       ;Champagne        ;88;50
FR       ;Languedoc-Roussil;88;24
FR       ;Southwest France ;92;23
FR       ;Southwest France ;91;20
FR       ;Champagne        ;91;
FR       ;Burgundy         ;93;
FR       ;Burgundy         ;93;
FR       ;Loire Valley     ;87;13
FR       ;Rhône Valley     ;88;13
FR       ;Loire Valley     ;88;
FR       ;Rhône Valley     ;88;34
FR       ;Southwest France ;84;30
FR       ;Bordeaux         ;84;15
FR       ;Bordeaux         ;84;
FR       ;Champagne        ;90;
FR       ;Champagne        ;90;80
FR       ;Loire Valley     ;87;21
FR       ;Burgundy         ;87;20
FR       ;Burgundy         ;87;25
FR       ;Burgundy         ;87;25
FR       ;Loire Valley     ;87;10
FR       ;Bordeaux         ;84;10
FR       ;Bordeaux         ;84;12
FR       ;Rhône Valley     ;87;25
FR       ;Rhône Valley     ;84;22
FR       ;Bordeaux         ;81;17
FR       ;Southwest France ;93;60
FR       ;Southwest France ;87;12
FR       ;Champagne        ;87;49
FR       ;Beaujolais       ;87;15
FR       ;Alsace           ;87;23
FR       ;Champagne        ;87;46
FR       ;Loire Valley     ;90;28
FR       ;Loire Valley     ;90;50
FR       ;Loire Valley     ;90;23
FR       ;Champagne        ;87;35
FR       ;Loire Valley     ;87;15
FR       ;Loire Valley     ;87;15
FR       ;Bordeaux         ;91;24
FR       ;Loire Valley     ;89;25
FR       ;Burgundy         ;85;25
FR       ;Burgundy         ;85;
FR       ;Burgundy         ;92;60
FR       ;Rhône Valley     ;92;27
FR       ;Alsace           ;94;39
FR       ;Loire Valley     ;94;
FR       ;Alsace           ;93;60
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;112
FR       ;Rhône Valley     ;91;80
FR       ;Burgundy         ;91;75
FR       ;France Other     ;87;15
FR       ;France Other     ;87;25
FR       ;France Other     ;87;19
FR       ;Burgundy         ;92;100
FR       ;Burgundy         ;92;62
FR       ;Burgundy         ;92;74
FR       ;Burgundy         ;92;
FR       ;Alsace           ;85;20
FR       ;Bordeaux         ;91;
FR       ;Bordeaux         ;88;35
FR       ;Bordeaux         ;88;18
FR       ;Bordeaux         ;89;
FR       ;Champagne        ;89;
FR       ;Loire Valley     ;90;55
FR       ;Burgundy         ;90;55
FR       ;Burgundy         ;90;
FR       ;Burgundy         ;90;112
FR       ;Burgundy         ;90;30
FR       ;Bordeaux         ;89;89
FR       ;Alsace           ;89;20
FR       ;Alsace           ;89;22
FR       ;Alsace           ;89;12
FR       ;Bordeaux         ;89;43
FR       ;Alsace           ;89;15
FR       ;Burgundy         ;87;
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Champagne        ;91;50
FR       ;Rhône Valley     ;90;73
FR       ;Bordeaux         ;90;22
FR       ;Bordeaux         ;90;32
FR       ;Bordeaux         ;90;15
FR       ;Rhône Valley     ;90;15
FR       ;Languedoc-Roussil;90;20
FR       ;Beaujolais       ;90;25
FR       ;Beaujolais       ;90;19
FR       ;Beaujolais       ;90;18
FR       ;Beaujolais       ;90;15
FR       ;Loire Valley     ;87;17
FR       ;France Other     ;87;10
FR       ;Burgundy         ;87;92
FR       ;Bordeaux         ;84;32
FR       ;Bordeaux         ;84;15
FR       ;Bordeaux         ;84;12
FR       ;Loire Valley     ;84;9
FR       ;Loire Valley     ;84;18
FR       ;Bordeaux         ;83;15
FR       ;Bordeaux         ;83;20
FR       ;Loire Valley     ;83;11
FR       ;Bordeaux         ;90;30
FR       ;Champagne        ;90;69
FR       ;Burgundy         ;86;33
FR       ;Bordeaux         ;86;12
FR       ;France Other     ;86;25
FR       ;Burgundy         ;86;20
FR       ;Loire Valley     ;86;15
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;86;20
FR       ;Bordeaux         ;86;15
FR       ;Loire Valley     ;86;13
FR       ;Bordeaux         ;86;
FR       ;Bordeaux         ;86;10
FR       ;Loire Valley     ;89;30
FR       ;Burgundy         ;87;
FR       ;Southwest France ;86;16
FR       ;Alsace           ;90;23
FR       ;Burgundy         ;90;
FR       ;Alsace           ;90;19
FR       ;Southwest France ;90;24
FR       ;Burgundy         ;89;28
FR       ;Beaujolais       ;89;25
FR       ;Beaujolais       ;89;
FR       ;Southwest France ;91;25
FR       ;Southwest France ;91;25
FR       ;Loire Valley     ;84;11
FR       ;Burgundy         ;91;108
FR       ;Languedoc-Roussil;91;39
FR       ;Burgundy         ;91;
FR       ;Burgundy         ;91;49
FR       ;Burgundy         ;91;39
FR       ;Languedoc-Roussil;90;20
FR       ;Rhône Valley     ;91;72
FR       ;Rhône Valley     ;91;46
FR       ;Rhône Valley     ;91;50
FR       ;Beaujolais       ;91;
FR       ;Bordeaux         ;86;12
FR       ;Beaujolais       ;86;10
FR       ;France Other     ;87;
FR       ;Bordeaux         ;87;20
FR       ;Champagne        ;87;52
FR       ;Bordeaux         ;86;12
FR       ;Bordeaux         ;86;18
FR       ;Rhône Valley     ;94;140
FR       ;Burgundy         ;94;130
FR       ;Rhône Valley     ;94;100
FR       ;Rhône Valley     ;94;140
FR       ;Burgundy         ;94;97
FR       ;Burgundy         ;94;95
FR       ;Burgundy         ;94;
FR       ;Rhône Valley     ;93;100
FR       ;Alsace           ;94;90
FR       ;Alsace           ;94;72
FR       ;Alsace           ;94;35
FR       ;Alsace           ;94;30
FR       ;Alsace           ;94;40
FR       ;Burgundy         ;86;32
FR       ;Burgundy         ;86;60
FR       ;Burgundy         ;86;40
FR       ;France Other     ;86;10
FR       ;Burgundy         ;86;15
FR       ;Burgundy         ;86;30
FR       ;Bordeaux         ;87;15
FR       ;France Other     ;88;15
FR       ;Bordeaux         ;88;18
FR       ;Southwest France ;88;18
FR       ;Southwest France ;88;28
FR       ;Bordeaux         ;88;20
FR       ;Bordeaux         ;88;24
FR       ;Bordeaux         ;88;32
FR       ;Bordeaux         ;86;15
FR       ;Bordeaux         ;86;
FR       ;Champagne        ;89;30
FR       ;Champagne        ;89;65
FR       ;Languedoc-Roussil;87;12
FR       ;Loire Valley     ;87;17
FR       ;Loire Valley     ;87;
FR       ;Provence         ;90;15
FR       ;Rhône Valley     ;91;49
FR       ;Burgundy         ;91;159
FR       ;Rhône Valley     ;91;125
FR       ;Rhône Valley     ;91;40
FR       ;Alsace           ;91;26
FR       ;Burgundy         ;89;90
FR       ;Alsace           ;89;15
FR       ;Burgundy         ;89;35
FR       ;Burgundy         ;89;117
FR       ;Alsace           ;88;22
FR       ;Loire Valley     ;99;159
FR       ;Loire Valley     ;97;69
FR       ;Loire Valley     ;95;75
FR       ;Champagne        ;85;55
FR       ;Loire Valley     ;85;14
FR       ;Bordeaux         ;92;19
FR       ;Champagne        ;88;38
FR       ;Alsace           ;87;21
FR       ;Beaujolais       ;87;22
FR       ;Alsace           ;87;20
FR       ;France Other     ;85;
FR       ;Loire Valley     ;85;
FR       ;Bordeaux         ;84;10
FR       ;Bordeaux         ;88;
FR       ;Burgundy         ;88;28
FR       ;Champagne        ;88;55
FR       ;Burgundy         ;84;25
FR       ;Burgundy         ;84;13
FR       ;Burgundy         ;83;19
FR       ;Languedoc-Roussil;83;11
FR       ;Burgundy         ;83;30
FR       ;Languedoc-Roussil;83;
FR       ;Champagne        ;83;80
FR       ;Provence         ;91;32
FR       ;Provence         ;86;
FR       ;Provence         ;86;26
FR       ;Provence         ;86;16
FR       ;Southwest France ;86;15
FR       ;Provence         ;85;24
FR       ;Burgundy         ;86;14
FR       ;Burgundy         ;86;34
FR       ;Burgundy         ;86;15
FR       ;Burgundy         ;86;22
FR       ;Loire Valley     ;90;
FR       ;Loire Valley     ;90;28
FR       ;Loire Valley     ;90;26
FR       ;Bordeaux         ;84;15
FR       ;Bordeaux         ;83;17
FR       ;Bordeaux         ;83;13
FR       ;Bordeaux         ;83;13
FR       ;Bordeaux         ;83;11
FR       ;Bordeaux         ;83;16
FR       ;Southwest France ;93;130
FR       ;Southwest France ;93;45
FR       ;Southwest France ;93;
FR       ;Provence         ;88;17
FR       ;Alsace           ;88;30
FR       ;Alsace           ;88;16
FR       ;Alsace           ;88;17
FR       ;Alsace           ;88;18
FR       ;Rhône Valley     ;89;43
FR       ;Provence         ;90;23
FR       ;Provence         ;84;
FR       ;Burgundy         ;86;23
FR       ;Alsace           ;86;
FR       ;Alsace           ;86;
FR       ;Loire Valley     ;89;40
FR       ;Loire Valley     ;89;25
FR       ;Burgundy         ;89;40
FR       ;Loire Valley     ;89;29
FR       ;Bordeaux         ;87;
FR       ;Bordeaux         ;87;15
FR       ;Languedoc-Roussil;87;30
FR       ;Southwest France ;86;
FR       ;Loire Valley     ;87;22
FR       ;Rhône Valley     ;92;45
FR       ;Languedoc-Roussil;91;19
FR       ;Bordeaux         ;83;
FR       ;Loire Valley     ;90;23
FR       ;Loire Valley     ;90;15
FR       ;Beaujolais       ;89;20
FR       ;Rhône Valley     ;89;88
FR       ;Beaujolais       ;89;18
FR       ;Beaujolais       ;89;19
FR       ;Rhône Valley     ;89;70
FR       ;Bordeaux         ;89;50
FR       ;Bordeaux         ;89;31
FR       ;Bordeaux         ;97;
FR       ;Rhône Valley     ;88;22
FR       ;Provence         ;88;23
FR       ;Provence         ;88;
FR       ;Provence         ;87;15
FR       ;Provence         ;87;12
FR       ;Burgundy         ;87;
FR       ;Rhône Valley     ;93;95
FR       ;Southwest France ;93;55
FR       ;Bordeaux         ;88;
FR       ;Alsace           ;87;48
FR       ;Bordeaux         ;90;70
FR       ;Bordeaux         ;90;15
FR       ;Bordeaux         ;90;
FR       ;Bordeaux         ;89;
FR       ;Bordeaux         ;89;20
FR       ;Bordeaux         ;89;16
FR       ;Loire Valley     ;85;14
FR       ;Burgundy         ;85;17
FR       ;Loire Valley     ;87;25
FR       ;Burgundy         ;87;
FR       ;Southwest France ;90;25
FR       ;Southwest France ;87;11
FR       ;Southwest France ;87;28
FR       ;Provence         ;85;18
FR       ;Alsace           ;85;22
FR       ;Beaujolais       ;85;12
FR       ;Beaujolais       ;85;15
FR       ;Beaujolais       ;85;12
FR       ;Beaujolais       ;85;15
FR       ;Provence         ;85;13
FR       ;Languedoc-Roussil;85;12
FR       ;Rhône Valley     ;84;11
FR       ;Loire Valley     ;84;13
FR       ;Provence         ;87;18
FR       ;Bordeaux         ;91;45
FR       ;Bordeaux         ;91;30
FR       ;Bordeaux         ;91;20
FR       ;Bordeaux         ;91;30
FR       ;Bordeaux         ;91;17
FR       ;Alsace           ;91;28
FR       ;Burgundy         ;89;37
FR       ;Alsace           ;89;14
FR       ;Languedoc-Roussil;89;15
FR       ;Burgundy         ;89;35
FR       ;Bordeaux         ;87;34
FR       ;Bordeaux         ;87;15
FR       ;Alsace           ;87;25
FR       ;Alsace           ;87;17
FR       ;Bordeaux         ;87;12
FR       ;Alsace           ;90;15
FR       ;Alsace           ;90;
FR       ;Alsace           ;90;18
FR       ;Rhône Valley     ;90;50
FR       ;Provence         ;84;27
FR       ;Burgundy         ;84;18
FR       ;Provence         ;84;15
FR       ;Burgundy         ;84;26
FR       ;Provence         ;84;14
FR       ;Burgundy         ;84;22
FR       ;Burgundy         ;84;15
FR       ;Burgundy         ;84;
FR       ;Burgundy         ;84;
FR       ;Bordeaux         ;89;60
FR       ;Burgundy         ;84;18
FR       ;France Other     ;84;10
FR       ;France Other     ;84;10
FR       ;Burgundy         ;84;12
FR       ;France Other     ;84;10
FR       ;Southwest France ;96;120
FR       ;Southwest France ;95;34
FR       ;Provence         ;91;17
FR       ;Provence         ;91;20
FR       ;Provence         ;91;20
FR       ;Provence         ;91;25
FR       ;Burgundy         ;91;58
FR       ;Burgundy         ;93;44
FR       ;Southwest France ;88;
FR       ;Rhône Valley     ;88;12
FR       ;Rhône Valley     ;88;45
FR       ;Southwest France ;88;16
FR       ;Champagne        ;88;74
FR       ;Beaujolais       ;88;13
FR       ;Alsace           ;88;28
FR       ;Champagne        ;88;
FR       ;Beaujolais       ;88;18
FR       ;Alsace           ;88;19
FR       ;Southwest France ;92;40
FR       ;Alsace           ;85;17
FR       ;Bordeaux         ;85;13
FR       ;Alsace           ;85;15
FR       ;Alsace           ;85;30
FR       ;Alsace           ;85;20
FR       ;Alsace           ;85;29
FR       ;Champagne        ;88;32
FR       ;Champagne        ;88;35
FR       ;Champagne        ;88;52
FR       ;Champagne        ;87;45
FR       ;Champagne        ;87;290
FR       ;Champagne        ;87;50
FR       ;Burgundy         ;92;76
FR       ;Southwest France ;93;40
FR       ;Provence         ;93;40
FR       ;Southwest France ;93;65
FR       ;Southwest France ;93;25
FR       ;Champagne        ;88;70
FR       ;Burgundy         ;88;19
FR       ;Burgundy         ;87;20
FR       ;Rhône Valley     ;91;26
FR       ;Bordeaux         ;96;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;93;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Burgundy         ;87;35
FR       ;Bordeaux         ;86;
FR       ;Southwest France ;86;20
FR       ;Southwest France ;91;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;100
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Southwest France ;85;
FR       ;Southwest France ;85;
FR       ;Provence         ;87;
FR       ;Provence         ;87;20
FR       ;Provence         ;87;28
FR       ;Provence         ;87;
FR       ;Provence         ;87;30
FR       ;Provence         ;87;
FR       ;Southwest France ;93;50
FR       ;Rhône Valley     ;93;50
FR       ;France Other     ;88;
FR       ;France Other     ;88;13
FR       ;Rhône Valley     ;91;65
FR       ;Rhône Valley     ;91;80
FR       ;Beaujolais       ;91;22
FR       ;Beaujolais       ;91;22
FR       ;Bordeaux         ;92;
FR       ;Bordeaux         ;92;
FR       ;Loire Valley     ;87;15
